number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
11,36.12558268339221,2026-05-07 17:32:24.992330,2026-05-07 17:32:25.911673,0 days 00:00:00.919343,75.35404295424884,0.9940623606653809,0.020544437810488293,5,148,554,60,COMPLETE
12,36.20528664677405,2026-05-07 17:32:25.911673,2026-05-07 17:32:28.768803,0 days 00:00:02.857130,69.47395483604141,0.9846279443063966,0.013035998898617394,6,150,1498,66,COMPLETE
13,36.66873954678043,2026-05-07 17:32:28.768803,2026-05-07 17:32:29.804129,0 days 00:00:01.035326,99.33739655052344,0.8121596460774857,0.06585672835256384,8,105,454,69,COMPLETE
14,36.98794744290042,2026-05-07 17:32:29.804129,2026-05-07 17:32:30.965607,0 days 00:00:01.161478,83.67159526247156,0.9925045869801851,0.008843824454760816,5,6,402,53,COMPLETE
15,57.32954091704173,2026-05-07 17:32:30.965607,2026-05-07 17:32:34.028862,0 days 00:00:03.063255,56.97286842290128,0.8178759606743936,0.0005911516986159789,7,133,736,108,COMPLETE
16,37.531023131063414,2026-05-07 17:32:34.028862,2026-05-07 17:32:34.806559,0 days 00:00:00.777697,81.70694643160049,0.872868990785474,0.09383844036905659,5,99,558,78,COMPLETE
17,37.384650939268354,2026-05-07 17:32:34.806559,2026-05-07 17:32:35.003657,0 days 00:00:00.197098,61.38305372857654,0.7647567689836268,0.2914617807575746,3,66,142,50,COMPLETE
18,35.97635790992806,2026-05-07 17:32:35.003657,2026-05-07 17:32:36.090755,0 days 00:00:01.087098,87.9850364061203,0.935354234841737,0.022895916000025378,8,122,327,102,COMPLETE
19,36.05794885330059,2026-05-07 17:32:36.090755,2026-05-07 17:32:38.506001,0 days 00:00:02.415246,92.98063026812757,0.9046864099286762,0.014977472649712869,8,123,853,150,COMPLETE
20,37.30199350650536,2026-05-07 17:32:38.506001,2026-05-07 17:32:43.136374,0 days 00:00:04.630373,109.82466835459198,0.9068720376519659,0.002869561704249103,9,118,899,148,COMPLETE
21,36.05708229094487,2026-05-07 17:32:43.136374,2026-05-07 17:32:44.386557,0 days 00:00:01.250183,90.72580615084843,0.9984052373358016,0.01592503496818372,8,143,357,118,COMPLETE
22,40.3592170880346,2026-05-07 17:32:44.386557,2026-05-07 17:32:46.008047,0 days 00:00:01.621490,87.99554330372753,0.9254451962532736,0.005342779112136265,8,118,310,114,COMPLETE
23,36.173617398208286,2026-05-07 17:32:46.008047,2026-05-07 17:32:48.984735,0 days 00:00:02.976688,91.83039881349544,0.8630119239400827,0.015256106079827046,9,101,994,121,COMPLETE
