number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
104,35.24623320584678,2026-05-08 20:41:24.866312,2026-05-08 20:41:32.023577,0 days 00:00:07.157265,0.6318072896150314,88.64529371343029,0.007477459002588672,3,32,1500,COMPLETE
105,35.42885268751717,2026-05-08 20:41:32.023577,2026-05-08 20:41:39.171179,0 days 00:00:07.147602,0.6937359839506858,68.87993364588229,0.006240078010248397,3,40,1400,COMPLETE
106,35.206587638524,2026-05-08 20:41:39.171179,2026-05-08 20:41:46.410216,0 days 00:00:07.239037,0.6558558149436927,84.01331507862683,0.008963556824321373,4,36,1200,COMPLETE
107,35.189809590191835,2026-05-08 20:41:46.410216,2026-05-08 20:41:52.277910,0 days 00:00:05.867694,0.5806093735148746,78.87791193936239,0.019175138121894045,3,33,1300,COMPLETE
108,35.345916505621425,2026-05-08 20:41:52.277910,2026-05-08 20:42:00.904329,0 days 00:00:08.626419,0.5980527186256467,41.57391732831732,0.01291949115628359,4,47,1500,COMPLETE
109,35.3758592187607,2026-05-08 20:42:00.904329,2026-05-08 20:42:06.178226,0 days 00:00:05.273897,0.6185470606192538,75.82523738320309,0.01159646309575272,3,19,1100,COMPLETE
110,35.44981018030556,2026-05-08 20:42:06.178226,2026-05-08 20:42:14.562574,0 days 00:00:08.384348,0.7247773327977799,89.66342196118605,0.015589992077416197,4,44,1400,COMPLETE
111,35.1435651784052,2026-05-08 20:42:14.562574,2026-05-08 20:42:21.482171,0 days 00:00:06.919597,0.6767024994707364,76.69321512494344,0.00997322578242491,3,30,1400,COMPLETE
112,35.150282057808894,2026-05-08 20:42:21.482171,2026-05-08 20:42:28.558810,0 days 00:00:07.076639,0.6412582528651493,72.98386686739988,0.00977102243989113,3,30,1500,COMPLETE
113,35.2525307470356,2026-05-08 20:42:28.558810,2026-05-08 20:42:35.809166,0 days 00:00:07.250356,0.6410784095766229,72.84963997093628,0.007002036748871103,3,28,1500,COMPLETE
114,35.49932000696079,2026-05-08 20:42:35.809166,2026-05-08 20:42:43.671596,0 days 00:00:07.862430,0.6598917062452935,80.62159788432527,0.004995797822192756,3,30,1500,COMPLETE
115,35.218499691501464,2026-05-08 20:42:43.671596,2026-05-08 20:42:50.719851,0 days 00:00:07.048255,0.6499318444291694,86.21346716156516,0.009780149320792238,3,24,1500,COMPLETE
116,35.23833059901668,2026-05-08 20:42:50.719851,2026-05-08 20:42:57.002336,0 days 00:00:06.282485,0.6840592622850562,71.0798206506658,0.014674874143112844,3,37,1300,COMPLETE
117,35.15545714854922,2026-05-08 20:42:57.002336,2026-05-08 20:43:03.560264,0 days 00:00:06.557928,0.6336403764959813,74.23473493675941,0.012420830698376418,3,30,1400,COMPLETE
118,35.32209844023914,2026-05-08 20:43:03.560264,2026-05-08 20:43:10.337174,0 days 00:00:06.776910,0.6307494970966264,36.598139874312125,0.008414142590819339,3,25,1400,COMPLETE
119,35.29199242099096,2026-05-08 20:43:10.337174,2026-05-08 20:43:17.517140,0 days 00:00:07.179966,0.6371975670446889,65.88245580417176,0.02226114658100144,3,11,1500,COMPLETE
120,35.21407214411344,2026-05-08 20:43:17.517140,2026-05-08 20:43:25.711397,0 days 00:00:08.194257,0.6063883768076136,73.88208223958581,0.012787381757369555,4,30,1400,COMPLETE
121,35.38577889333099,2026-05-08 20:43:25.711397,2026-05-08 20:43:32.228388,0 days 00:00:06.516991,0.6230782200885445,70.01987283425703,0.011116329969383953,3,65,1400,COMPLETE
122,35.273052814552685,2026-05-08 20:43:32.228388,2026-05-08 20:43:38.691225,0 days 00:00:06.462837,0.6619132359873754,80.42365838538863,0.009266093889660933,3,27,1300,COMPLETE
123,35.102488340811064,2026-05-08 20:43:38.691225,2026-05-08 20:43:45.203773,0 days 00:00:06.512548,0.6489216796019145,84.20528209808086,0.017137342742522703,3,35,1500,COMPLETE
124,35.192665604459364,2026-05-08 20:43:45.203773,2026-05-08 20:43:51.941092,0 days 00:00:06.737319,0.6478514202318133,91.90404628120491,0.01798301233717478,3,35,1500,COMPLETE
